"doi","period","issn","ut"
"10.1007/s00204-015-1546-1","2016","0340-5761","374303400006"
"10.1007/s00204-016-1728-5","2016","0340-5761","377720700002"
"10.1007/s00204-016-1883-8","2016","0340-5761","387697600025"
"10.1007/s00204-016-1764-1","2016","0340-5761","385653000007"
"10.1007/s00204-016-1809-5","2016","0340-5761","385654600011"
"10.1007/s00204-016-1771-2","2016","0340-5761","385654600005"
"10.1007/s00204-016-1758-z","2016","0340-5761","385654600012"
"10.1007/s00204-016-1767-y","2016","0340-5761","385654600002"
"10.1007/s00204-016-1787-7","2017","0340-5761","394982800029"
"10.1007/s00204-016-1716-9","2017","0340-5761","394982800025"
"10.1007/s00204-016-1672-4","2017","0340-5761","394180500029"
"10.1007/s00204-017-1958-1","2017","0340-5761","401338100016"
"10.1007/s00204-017-2122-7","2017","0340-5761","417266400025"
"10.1007/s00204-017-1963-4","2017","0340-5761","415760700021"
"10.1007/s00204-016-1852-2","2017","0340-5761","398819200034"
"10.1007/s10339-017-0798-5","2017","1612-4782","406352000001"
"10.1007/s10339-017-0821-x","2017","1612-4782","415627800013"
"10.1007/s00216-016-0031-x","2016","1618-2642","389605400006"
"10.1007/s00216-016-9651-4","2016","1618-2642","379624400016"
"10.1007/s00216-016-9814-3","2016","1618-2642","386061300004"
"10.1007/s00216-016-9353-y","2016","1618-2642","373791400010"
"10.1007/s00216-017-0647-5","2017","1618-2642","417149000002"
"10.1007/s00216-016-0038-3","2017","1618-2642","392309900012"
"10.1007/s00216-016-0135-3","2017","1618-2642","392309900015"
"10.1007/s00216-016-9823-2","2017","1618-2642","392309900009"
"10.1007/s00216-017-0512-6","2017","1618-2642","409295300012"
"10.1007/s00216-017-0522-4","2017","1618-2642","409295300001"
"10.1007/s00216-016-0019-6","2017","1618-2642","391357700004"
"10.1007/s00216-016-0047-2","2017","1618-2642","392622800006"
"10.1007/s00216-016-0088-6","2017","1618-2642","394238300009"
"10.1007/s00216-016-0100-1","2017","1618-2642","394238300015"
"10.1007/s00216-017-0525-1","2017","1618-2642","410798600017"
"10.1007/s00216-017-0374-y","2017","1618-2642","403770400001"
"10.1007/s00216-017-0292-z","2017","1618-2642","403770400005"
"10.1007/s00216-017-0468-6","2017","1618-2642","408440300009"
"10.1007/s00216-017-0542-0","2017","1618-2642","411709000002"
"10.1007/s00216-017-0179-z","2017","1618-2642","396781700001"
"10.1007/s00216-016-0176-7","2017","1618-2642","396781700009"
"10.1007/s00216-017-0203-3","2017","1618-2642","396783000010"
"10.1007/s00468-015-1331-z","2016","0931-1890","376281100028"
"10.1007/s00468-017-1523-9","2017","0931-1890","401740600016"
"10.1007/s00468-016-1512-4","2017","0931-1890","394283900029"
"10.1007/s00468-017-1608-5","2017","0931-1890","414503900001"
"10.1007/s00468-017-1535-5","2017","0931-1890","405685800005"
"10.1007/s12550-016-0247-9","2016","0178-7888","380149000002"
"10.1007/s12550-017-0277-y","2017","0178-7888","405508200001"
"10.1007/s00392-015-0933-1","2016","1861-0684","369254700001"
"10.1007/s00392-016-0965-1","2016","1861-0684","380136500003"
"10.1007/s00392-015-0952-y","2016","1861-0684","378783600002"
"10.1007/s00392-016-1027-4","2016","1861-0684","388114800008"
"10.1007/s00392-016-1042-5","2017","1861-0684","394988900007"
"10.1007/s00392-016-1060-3","2017","1861-0684","400234800004"
"10.1007/s00392-016-1033-6","2017","1861-0684","394132600007"
"10.1007/s00392-016-1072-z","2017","1861-0684","402012100005"
"10.1007/s00392-017-1086-1","2017","1861-0684","404151300009"
"10.1007/s00392-017-1077-2","2017","1861-0684","404151300002"
"10.1007/s00392-017-1149-3","2017","1861-0684","416042400007"
"10.1007/s00392-017-1136-8","2017","1861-0684","413536100006"
"10.1007/s00392-016-1054-1","2017","1861-0684","398727100007"
"10.1007/s00392-016-1044-3","2017","1861-0684","398727100002"
"10.1007/s11367-016-1165-y","2017","0948-3349","394352200011"
"10.1007/s11367-016-1164-z","2017","0948-3349","394352200007"
"10.1007/s11367-016-1154-1","2017","0948-3349","394352100014"
"10.1007/s00285-015-0934-8","2016","0303-6812","370269200008"
"10.1007/s00285-017-1103-z","2017","0303-6812","407948800006"
"10.1007/s41348-016-0014-3","2016","1861-3829","381801300005"
"10.1007/s10405-015-0011-4","2016","1613-5636","382615100002"
"10.1007/s10405-016-0079-5","2017","1613-5636","393687600006"
"10.1007/s10405-016-0085-7","2017","1613-5636","395202100008"
"10.1007/s10405-017-0094-1","2017","1613-5636","395202100001"
"10.1140/epjst/e2016-60095-3","2016","1951-6355","387062100001"
"10.1140/epjst/e2016-60087-9","2016","1951-6355","387062100003"
"10.1140/epjst/e2016-60017-5","2016","1951-6355","386267000020"
"10.1140/epjst/e2016-60112-7","2016","1951-6355","386267000005"
"10.1140/epjst/e2016-60092-0","2016","1951-6355","390646000002"
"10.1140/epjst/e2016-60339-8","2017","1951-6355","406658300006"
"10.1140/epjst/e2017-70036-8","2017","1951-6355","403684400015"
"10.1140/epjst/e2017-70043-9","2017","1951-6355","403684400031"
"10.1007/s10295-017-1927-y","2017","1367-5435","403589300005"
"10.1007/s00228-015-1998-5","2016","0031-6970","370261700001"
"10.1007/s00228-016-2145-7","2017","0031-6970","391369400012"
"10.1007/s00228-017-2307-2","2017","0031-6970","414155100009"
"10.1007/s00208-015-1298-5","2016","0025-5831","379530200028"
"10.1007/s00208-015-1265-1","2016","0025-5831","376068300002"
"10.1007/s00208-015-1356-z","2016","0025-5831","386760000004"
"10.1007/s00208-016-1419-9","2017","0025-5831","398175700009"
"10.1007/s00208-016-1491-1","2017","0025-5831","413115900014"
"10.1007/s00208-016-1505-z","2017","0025-5831","409350000015"
"10.1007/s00066-017-1158-1","2017","0179-7158","406179300001"
"10.1007/s00066-017-1150-9","2017","0179-7158","406179300008"
"10.1007/s00066-017-1201-2","2017","0179-7158","413683800011"
"10.1007/s00066-017-1205-y","2017","0179-7158","413683800004"
"10.1007/s00066-017-1196-8","2017","0179-7158","413683800009"
"10.1007/s00066-017-1161-6","2017","0179-7158","413683800003"
"10.1007/s00066-017-1110-4","2017","0179-7158","413683800002"
"10.1007/s00066-017-1157-2","2017","0179-7158","408431200001"
"10.1007/s00066-017-1175-0","2017","0179-7158","411874000001"
"10.1007/s10231-016-0549-8","2016","0373-3114","386522800006"
"10.1007/s00182-015-0519-1","2017","0020-7276","396333400003"
"10.1007/s00440-015-0671-3","2016","0178-8051","387502400004"
"10.1007/s00211-017-0868-8","2017","0029-599X","406419200004"
"10.1007/s00211-016-0821-2","2017","0029-599X","394254200010"
"10.1007/s00211-016-0845-7","2017","0029-599X","400970300004"
"10.1007/s12599-016-0429-1","2016","1867-0202","377899300002"
"10.1007/s12599-016-0442-4","2016","1867-0202","383105200002"
"10.1007/s12599-016-0437-1","2016","1867-0202","379867800006"
"10.1007/s12599-016-0440-6","2016","1867-0202","379867800002"
"10.1007/s12599-017-0470-8","2017","1867-0202","401442600004"
"10.1007/s12599-016-0458-9","2017","1867-0202","394259100001"
"10.1007/s12599-016-0461-1","2017","1867-0202","398028400001"
"10.1007/s12599-017-0478-0","2017","1867-0202","405735000001"
"10.1007/s00406-015-0624-y","2016","0940-1334","382030300006"
"10.1007/s00406-015-0653-6","2016","0940-1334","382030300010"
"10.1007/s00406-016-0705-6","2016","0940-1334","385167700008"
"10.1007/s00406-016-0724-3","2017","0940-1334","398508200003"
"10.1007/s00406-016-0727-0","2017","0940-1334","398508200008"
"10.1007/s00406-016-0723-4","2017","0940-1334","398508200002"
"10.1007/s00406-016-0725-2","2017","0940-1334","398508200004"
"10.1007/s00406-016-0726-1","2017","0940-1334","394983600002"
"10.1007/s00406-017-0772-3","2017","0940-1334","411936800005"
"10.1007/s00406-016-0755-9","2017","0940-1334","401333700008"
"10.1007/s00406-016-0698-1","2017","0940-1334","401333700010"
"10.1140/epjp/i2017-11460-6","2017","2190-5444","403692400004"
"10.1007/s00394-015-1003-1","2016","1436-6207","380125600006"
"10.1007/s00394-015-1040-9","2016","1436-6207","384550300012"
"10.1007/s00394-015-1036-5","2016","1436-6207","384550300008"
"10.1007/s00394-017-1416-0","2017","1436-6207","406523700001"
"10.1007/s00394-015-1105-9","2017","1436-6207","396039300015"
"10.1007/s00394-015-1106-8","2017","1436-6207","396039300016"
"10.1007/s00394-017-1379-1","2017","1436-6207","410783500001"
"10.1007/s10010-016-0203-z","2016","0015-7899","387497600002"
"10.1007/s10010-017-0239-8","2017","0015-7899","410389000016"
"10.1007/s00784-016-1746-y","2016","1432-6981","388957000015"
"10.1007/s00784-016-1740-4","2016","1432-6981","388957000002"
"10.1007/s10071-016-1020-3","2016","1435-9448","385153000007"
"10.1007/s10877-017-9988-z","2017","1387-1307","400077100022"
"10.1007/s10877-016-9934-5","2017","1387-1307","410771300017"
"10.1007/s10107-016-1053-z","2017","0025-5610","399178500001"
"10.1007/s00395-016-0569-y","2016","0300-8428","382683900001"
"10.1007/s00395-016-0589-7","2016","0300-8428","387356000012"
"10.1007/s00395-016-0564-3","2016","0300-8428","380111100011"
"10.1007/s00395-017-0638-x","2017","0300-8428","404968800002"
"10.1007/s00395-017-0637-y","2017","0300-8428","403282500005"
"10.1007/s11579-016-0179-3","2017","1862-9679","396355500006"
"10.1007/s11740-016-0675-6","2016","0944-6524","378086500010"
"10.1007/s13740-015-0055-y","2016","1861-2032","383477700001"
"10.1007/s13399-015-0192-4","2016","2190-6815","382163900010"
"10.1007/s13399-015-0172-8","2016","2190-6815","377398800003"
"10.1007/s13399-015-0178-2","2016","2190-6815","377398800008"
"10.1007/s00784-016-1873-5","2016","1432-6981","382016300006"
"10.1007/s00784-015-1643-9","2016","1432-6981","382016300009"
"10.1007/s00784-015-1676-0","2016","1432-6981","382016300037"
"10.1007/s00784-015-1626-x","2016","1432-6981","382016300011"
"10.1007/s00784-015-1569-2","2016","1432-6981","374562300016"
"10.1007/s00784-015-1571-8","2016","1432-6981","374562300009"
"10.1007/s00784-016-1780-9","2017","1432-6981","391388300024"
"10.1007/s00784-016-1927-8","2017","1432-6981","394978300014"
"10.1007/s00784-017-2046-x","2017","1432-6981","412450900010"
"10.1007/s00784-016-2021-y","2017","1432-6981","407820000017"
"10.1007/s00784-017-2068-4","2017","1432-6981","415816000003"
"10.1007/s00784-016-1864-6","2017","1432-6981","399888600003"
"10.1007/s00784-016-1859-3","2017","1432-6981","399888600015"
"10.1007/s00784-016-1869-1","2017","1432-6981","399888600023"
"10.1007/s00393-016-0129-8","2016","0340-1855","378004600012"
"10.1007/s00393-016-0089-z","2016","0340-1855","378004600011"
"10.1007/s00393-016-0151-x","2016","0340-1855","381126000005"
"10.1007/s00393-016-0144-9","2016","0340-1855","381126000007"
"10.1007/s00393-016-0139-6","2016","0340-1855","381126000017"
"10.1007/s00393-016-0158-3","2016","0340-1855","381126000010"
"10.1007/s00393-016-0099-x","2016","0340-1855","386072500015"
"10.1007/s00393-016-0195-y","2016","0340-1855","386072500018"
"10.1007/s00393-016-0205-0","2016","0340-1855","387500700002"
"10.1007/s00393-016-0226-8","2016","0340-1855","389354800002"
"10.1007/s00393-016-0204-1","2016","0340-1855","389354800006"
"10.1007/s00393-016-0208-x","2017","0340-1855","399025700007"
"10.1007/s00393-017-0278-4","2017","0340-1855","399025700015"
"10.1007/s00393-017-0307-3","2017","0340-1855","403084200017"
"10.1007/s00393-016-0252-6","2017","0340-1855","397585600012"
"10.1007/s00393-017-0316-2","2017","0340-1855","407505900016"
"10.1007/s00393-017-0323-3","2017","0340-1855","407505900011"
"10.1007/s00393-017-0376-3","2017","0340-1855","412168300011"
"10.1007/s00393-017-0367-4","2017","0340-1855","412168300016"
"10.1007/s00393-014-1561-2","2017","0340-1855","412167000001"
"10.1007/s00393-017-0338-9","2017","0340-1855","412167700004"
"10.1007/s00393-017-0271-y","2017","0340-1855","400678400009"
"10.1007/s12520-014-0185-4","2017","1866-9557","416263500003"
"10.1007/s15010-016-0898-7","2016","0300-8126","377598400001"
"10.1007/s15010-017-0997-0","2017","0300-8126","402711600003"
"10.1007/s15010-016-0938-3","2017","0300-8126","394298000017"
"10.1007/s15010-017-1026-z","2017","0300-8126","412446500007"
"10.1007/s15010-017-1064-6","2017","0300-8126","416117700012"
"10.1007/s11846-016-0195-y","2017","1863-6683","394326600007"
"10.1007/s11846-016-0209-9","2017","1863-6683","408430600007"
"10.1007/s13147-016-0395-6","2016","0034-0111","378243200002"
"10.1007/s13147-016-0392-9","2016","0034-0111","378243200004"
"10.1007/s13147-016-0433-4","2017","0034-0111","402091600009"
"10.1007/s00767-016-0333-0","2016","1430-483X","382707100001"
"10.1007/s00767-015-0312-x","2016","1430-483X","377456900007"
"10.1007/s00767-016-0329-9","2016","1430-483X","377456900001"
"10.1007/s00767-017-0361-4","2017","1430-483X","408456900002"
"10.1007/s00767-017-0365-0","2017","1430-483X","408456900003"
"10.1007/s00767-017-0368-x","2017","1430-483X","414487800002"
"10.1007/s10404-017-1877-8","2017","1613-4982","401005700012"
"10.1007/s10404-017-2007-3","2017","1613-4982","413765200006"
"10.1007/s00186-017-0588-y","2017","1432-2994","407485700007"
"10.1007/s12542-016-0312-x","2016","0031-0220","384590400007"
"10.1007/s00415-015-7992-0","2016","0340-5354","372433600010"
"10.1007/s00415-016-8110-7","2016","0340-5354","376141000025"
"10.1007/s00415-015-7984-0","2016","0340-5354","370270100018"
"10.1007/s00415-016-8175-3","2016","0340-5354","380691900017"
"10.1007/s00415-017-8392-4","2017","0340-5354","396132000025"
"10.1007/s00415-016-8301-2","2017","0340-5354","393900500002"
"10.1007/s00415-016-8352-4","2017","0340-5354","393902500013"
"10.1007/s00415-017-8449-4","2017","0340-5354","413762000013"
"10.1007/s00415-017-8408-0","2017","0340-5354","413762000002"
"10.1007/s00415-017-8599-4","2017","0340-5354","409831400020"
"10.1007/s00415-017-8576-y","2017","0340-5354","409831400009"
"10.1007/s10009-015-0380-3","2016","1433-2779","374975200006"
"10.1007/s12542-017-0340-1","2017","0031-0220","411213400009"
"10.1007/s12542-017-0367-3","2017","0031-0220","411213400005"
"10.1007/s12542-016-0331-7","2017","0031-0220","404259900005"
"10.1007/s00062-015-0374-2","2016","1869-1439","389606200003"
"10.1007/s12181-015-0039-z","2016","1864-9718","399041500012"
"10.1007/s12181-016-0057-5","2016","1864-9718","399041500010"
"10.1007/s12181-015-0034-4","2016","1864-9718","399040100004"
"10.1007/s12181-016-0044-x","2016","1864-9718","399040100005"
"10.1007/s12181-016-0086-0","2016","1864-9718","399043600001"
"10.1007/s12181-016-0090-4","2016","1864-9718","399043600006"
"10.1007/s12181-016-0106-0","2016","1864-9718","399043600011"
"10.1007/s12181-016-0105-1","2016","1864-9718","399043600008"
"10.1007/s12181-016-0072-6","2016","1864-9718","399042300008"
"10.1007/s12181-016-0071-7","2016","1864-9718","399042300011"
"10.1007/s12181-016-0075-3","2016","1864-9718","399042300006"
"10.1007/s00426-015-0654-0","2016","0340-0727","372171600011"
"10.1007/s00426-015-0707-4","2016","0340-0727","386613400004"
"10.1007/s00426-016-0745-6","2017","0340-0727","395178100002"
"10.1007/s00426-016-0746-5","2017","0340-0727","395178100004"
"10.1007/s40319-017-0585-y","2017","0018-9855","404614600006"
"10.1007/s00296-017-3651-3","2017","0172-8172","401632400010"
"10.1007/s00296-017-3791-5","2017","0172-8172","414673700015"
"10.1007/s00120-016-0039-z","2016","0340-2592","372606600003"
"10.1007/s00120-016-0079-4","2016","0340-2592","376257600008"
"10.1007/s00120-016-0088-3","2016","0340-2592","376257600014"
"10.1007/s00120-016-0031-7","2016","0340-2592","376257600011"
"10.1007/s00120-015-3979-9","2016","0340-2592","376257600012"
"10.1007/s00120-016-0107-4","2016","0340-2592","376257600009"
"10.1007/s00120-016-0090-9","2016","0340-2592","378783700014"
"10.1007/s00120-016-0183-5","2016","0340-2592","381289500005"
"10.1007/s00120-016-0171-9","2016","0340-2592","381289500019"
"10.1007/s00120-016-0093-6","2016","0340-2592","381289500012"
"10.1007/s00120-016-0169-3","2016","0340-2592","381289500014"
"10.1007/s00120-016-0142-1","2016","0340-2592","381289200005"
"10.1007/s00120-016-0151-0","2016","0340-2592","381289200004"
"10.1007/s00120-016-0265-4","2016","0340-2592","390039600005"
"10.1007/s00120-016-0238-7","2016","0340-2592","387595300013"
"10.1007/s00120-016-0253-8","2016","0340-2592","387595300014"
"10.1007/s00120-016-0132-3","2016","0340-2592","387595300007"
"10.1007/s00120-016-0197-z","2016","0340-2592","382704000014"
"10.1007/s00120-016-0194-2","2016","0340-2592","382704000013"
"10.1007/s00120-016-0059-8","2016","0340-2592","374376000016"
"10.1007/s00120-016-0072-y","2016","0340-2592","374376000021"
"10.1007/s00120-016-0065-x","2016","0340-2592","374376000002"
"10.1007/s00120-016-0053-1","2016","0340-2592","374376000019"
"10.1007/s00120-015-3974-1","2016","0340-2592","374376000013"
"10.1007/s00120-016-0257-4","2017","0340-2592","397577700011"
"10.1007/s00120-016-0311-2","2017","0340-2592","397577700001"
"10.1007/s00120-016-0273-4","2017","0340-2592","392311300007"
"10.1007/s00120-016-0275-2","2017","0340-2592","392311300004"
"10.1007/s00120-016-0274-3","2017","0340-2592","392311300006"
"10.1007/s00120-017-0360-1","2017","0340-2592","400992100002"
"10.1007/s00120-016-0312-1","2017","0340-2592","394461500012"
"10.1007/s00120-017-0450-0","2017","0340-2592","407313500009"
"10.1007/s00120-017-0388-2","2017","0340-2592","407313500010"
"10.1007/s00120-017-0415-3","2017","0340-2592","405011000008"
"10.1007/s00120-017-0530-1","2017","0340-2592","417149900003"
"10.1007/s00120-017-0527-9","2017","0340-2592","417149900006"
"10.1007/s00120-017-0459-4","2017","0340-2592","417149900010"
"10.1007/s00391-015-0885-0","2016","0948-6704","374590000009"
"10.1007/s00391-016-1038-9","2016","0948-6704","374590000005"
"10.1007/s00391-016-1095-0","2016","0948-6704","383168400015"
"10.1007/s00391-016-1088-z","2016","0948-6704","383168400014"
"10.1007/s00391-016-1091-4","2016","0948-6704","383168500011"
"10.1007/s00391-016-1153-7","2016","0948-6704","388969900001"
"10.1007/s00391-015-0984-y","2016","0948-6704","386345200009"
"10.1007/s00391-015-0990-0","2017","0948-6704","399429700005"
"10.1007/s00391-016-1176-0","2017","0948-6704","394464800003"
"10.1007/s00391-017-1337-9","2017","0948-6704","417170900015"
"10.1007/s00391-017-1308-1","2017","0948-6704","417170900001"
"10.1007/s00391-017-1315-2","2017","0948-6704","417170900006"
"10.1007/s00391-017-1297-0","2017","0948-6704","413464600011"
"10.1007/s00391-017-1225-3","2017","0948-6704","415639100010"
"10.1007/s00391-017-1202-x","2017","0948-6704","415639100011"
"10.1007/s00391-017-1243-1","2017","0948-6704","403453600006"
"10.1007/s10340-016-0739-6","2016","1612-4758","379804000014"
"10.1007/s10340-016-0749-4","2016","1612-4758","376923400003"
"10.1007/s10340-016-0742-y","2017","1612-4758","394267400007"
"10.1007/s11548-015-1349-0","2016","1861-6410","387851200006"
"10.1007/s11548-015-1305-z","2016","1861-6410","374113100005"
"10.1007/s11548-017-1618-1","2017","1861-6410","408410200018"
"10.1007/s11548-017-1536-2","2017","1861-6410","408411000012"
"10.1007/s40211-016-0181-2","2016","0948-6259","378932200002"
"10.1007/s40211-016-0211-0","2017","0948-6259","397820900002"
"10.1007/s10270-014-0446-9","2016","1619-1366","384535800010"
"10.1007/s00281-016-0563-3","2016","1863-2297","382754500007"
"10.1007/s40315-016-0160-4","2016","1617-9447","386555400001"
"10.1007/s11678-017-0411-7","2017","1862-6599","403563500001"
"10.1007/s00429-014-0971-x","2016","1863-2653","373801400006"
"10.1007/s00429-014-0936-0","2016","1863-2653","371380100004"
"10.1007/s00429-015-1169-6","2016","1863-2653","387657200006"
"10.1007/s00429-016-1277-y","2017","1863-2653","398930700013"
"10.1007/s00429-017-1423-1","2017","1863-2653","414761700015"
"10.1007/s00429-017-1437-8","2017","1863-2653","414761700026"
"10.1007/s13127-017-0327-5","2017","1439-6092","407963800010"
"10.1007/s13127-017-0335-5","2017","1439-6092","407963800012"
"10.1007/s13127-017-0328-4","2017","1439-6092","407963800005"
"10.1007/s13127-016-0310-6","2017","1439-6092","396042400010"
"10.1007/s13127-016-0307-1","2017","1439-6092","396042400019"
"10.1007/s13127-016-0316-0","2017","1439-6092","401719200001"
"10.1007/s00450-016-0330-7","2017","1865-2034","403509600005"
"10.1007/s00450-016-0317-4","2017","1865-2034","396040200003"
"10.1007/s12517-016-2768-0","2016","1866-7511","391424900007"
"10.1007/s12517-016-2412-z","2016","1866-7511","375767000071"
"10.1007/s12517-015-2180-1","2016","1866-7511","371380500016"
"10.1007/s12517-017-3118-6","2017","1866-7511","407429400028"
"10.1007/s11745-016-4182-5","2016","0024-4201","388184500003"
"10.1007/s40664-016-0126-4","2016","0944-2502","388017100012"
"10.1007/s40664-015-0082-4","2016","0944-2502","377602800007"
"10.1007/s40664-017-0174-4","2017","0944-2502","401076400010"
"10.1007/s40664-017-0167-3","2017","0944-2502","401077000002"
"10.1007/s00068-016-0670-9","2017","1863-9933","406690600010"
"10.1007/s00068-017-0771-0","2017","1863-9933","406690600004"
"10.1007/s10291-016-0574-5","2017","1080-5370","403949500004"
"10.1007/s10291-017-0632-7","2017","1080-5370","411901900013"
"10.1007/s10291-017-0665-y","2017","1080-5370","411901900039"
"10.1007/s10237-015-0707-8","2016","1617-7959","371639300009"
"10.1007/s10337-016-3202-1","2016","0009-5893","388961600001"
"10.1007/s10337-015-3001-0","2016","0009-5893","369521200001"
"10.1007/s11590-016-1003-y","2017","1862-4472","393300600014"
"10.1007/s12530-016-9158-4","2017","1868-6478","398452600006"
"10.1007/s40258-015-0216-z","2016","1175-5652","369613700012"
"10.1007/s40258-016-0247-0","2016","1175-5652","385366300001"
"10.1007/s40258-016-0239-0","2016","1175-5652","385365800006"
"10.1007/s40725-017-0054-3","2017","2198-6436","407773800002"
"10.1007/s40571-015-0097-9","2016","2196-4378","417454500009"
"10.1007/s40571-016-0141-4","2017","2196-4378","418859600003"
"10.1007/s40802-017-0080-7","2017","0165-070X","400585900005"
"10.1007/s40266-016-0371-4","2016","1170-229X","376416400008"
"10.1007/s40266-017-0453-y","2017","1170-229X","400272500002"
"10.1007/s40266-017-0441-2","2017","1170-229X","398716100005"
"10.1007/s40279-016-0500-6","2016","0112-1642","378134600016"
"10.1007/s40279-015-0420-x","2016","0112-1642","378134500004"
"10.1007/s40279-015-0453-1","2016","0112-1642","378135100002"
"10.1007/s40279-016-0562-5","2017","0112-1642","393331300001"
"10.1007/s40264-016-0437-6","2016","0114-5916","383211500008"
"10.1007/s40272-016-0198-9","2016","1174-5878","388102900007"
"10.1007/s40271-015-0149-5","2016","1178-1653","375678900008"
"10.1007/s40271-016-0212-x","2017","1178-1653","401162700012"
"10.1007/s10309-016-0093-y","2017","1617-6782","394224100002"
"10.1007/s12286-015-0272-7","2016","1865-2646","393866000012"
"10.1007/s12286-016-0321-x","2016","1865-2646","393865500007"
"10.1007/s12286-016-0286-9","2016","1865-2646","393864600004"
"10.1007/s12286-016-0288-7","2016","1865-2646","393864600006"
"10.1007/s12286-017-0328-y","2017","1865-2646","402710800005"
"10.1007/s13592-017-0516-4","2017","0044-8435","408739100016"
"10.1007/s13595-015-0532-3","2016","1286-4560","376998600018"
"10.1007/s12603-015-0644-3","2016","1279-7707","381580300012"
"10.1007/s10014-015-0230-8","2016","1433-7398","367694800004"
"10.1007/s12289-015-1245-8","2016","1960-6206","386356000003"
"10.1007/s00373-015-1530-9","2016","0911-0119","367333000007"
"10.1007/s00373-016-1701-3","2016","0911-0119","382706800031"
"10.1007/s00373-017-1814-3","2017","0911-0119","404229200013"
"10.1007/s11284-016-1348-9","2016","0912-3814","374673300010"
"10.1007/s11284-017-1445-4","2017","0912-3814","399834600009"
"10.1007/s12282-016-0706-3","2017","1340-6868","395524900015"
"10.1007/s00181-015-1003-2","2016","0377-7332","379364700005"
"10.1007/s00181-015-1053-5","2016","0377-7332","387345900009"
"10.1007/s00181-016-1109-1","2017","0377-7332","400966000011"
"10.1007/S00031-016-9396-3","2017","1083-4362","406751400009"
"10.1007/s00031-016-9384-7","2017","1083-4362","406751400008"
"10.1007/s00041-015-9451-9","2016","1069-5869","383707300006"
"10.1007/s00041-015-9438-6","2016","1069-5869","376247200009"
"10.1007/s00041-015-9427-9","2016","1069-5869","376247200008"
"10.1007/s00056-016-0022-8","2016","1434-5293","376409800004"
"10.1007/s00056-016-0038-0","2016","1434-5293","388299100003"
"10.1007/s00056-016-0050-4","2016","1434-5293","388629700004"
"10.1007/s00056-015-0009-x","2016","1434-5293","388629700009"
"10.1007/s00056-017-0088-y","2017","1434-5293","405560200006"
"10.1007/s00064-016-0451-y","2016","0934-6694","388302500004"
"10.1007/s00064-016-0460-x","2016","0934-6694","389608500006"
"10.1007/s00064-017-0501-0","2017","0934-6694","403505900001"
"10.1007/s00064-016-0476-2","2017","0934-6694","394464100003"
"10.1007/s00064-017-0507-7","2017","0934-6694","411872600002"
"10.1007/s00064-017-0518-4","2017","0934-6694","411872600001"
"10.1007/s00064-017-0499-3","2017","0934-6694","407268700007"
"10.1007/s00064-017-0506-8","2017","0934-6694","407268700009"
"10.1007/s00059-016-4457-x","2016","0340-9937","381400000009"
"10.1007/s00059-016-4462-0","2016","0340-9937","382886400006"
"10.1007/s00059-016-4505-6","2016","0340-9937","389634700004"
"10.1007/s00059-016-4442-4","2016","0340-9937","377414000001"
"10.1007/s00059-016-4429-1","2016","0340-9937","377414000005"
"10.1007/s00059-016-4430-8","2016","0340-9937","377414000002"
"10.1007/s00059-016-4461-1","2017","0340-9937","400680200011"
"10.1007/s00059-016-4528-z","2017","0340-9937","394240100001"
"10.1007/s00059-017-4571-4","2017","0340-9937","407250400007"
"10.1007/s00059-016-4448-y","2017","0340-9937","398821200008"
"10.1007/s00059-017-4552-7","2017","0340-9937","398821200001"
"10.1007/s00059-017-4601-2","2017","0340-9937","409916000013"
"10.1007/s00059-017-4587-9","2017","0340-9937","409916000006"
"10.1007/s00059-017-4624-8","2017","0340-9937","413758200001"
"10.1007/s00059-017-4625-7","2017","0340-9937","413758200006"
"10.1007/s00059-017-4614-x","2017","0340-9937","413758200002"
"10.1007/s00059-016-4471-z","2017","0340-9937","403504100010"
"10.1007/s00066-016-0949-0","2016","0179-7158","374977700006"
"10.1007/s00066-016-0966-z","2016","0179-7158","374977700009"
"10.1007/s00066-016-0947-2","2016","0179-7158","374977700005"
"10.1007/s00066-016-1002-z","2016","0179-7158","381097100010"
"10.1007/s00066-016-1001-0","2016","0179-7158","381097100011"
"10.1007/s00066-016-0982-z","2016","0179-7158","378938100001"
"10.1007/s00066-016-1046-0","2016","0179-7158","387138700007"
"10.1007/s00066-016-1010-z","2016","0179-7158","382845800003"
"10.1007/s00066-016-0984-x","2016","0179-7158","387138100007"
"10.1007/s00066-016-0954-3","2016","0179-7158","374382200010"
"10.1007/s00066-016-1087-4","2017","0179-7158","393764100013"
"10.1007/s00066-017-1117-x","2017","0179-7158","401893900008"
"10.1007/s00066-017-1149-2","2017","0179-7158","404239500010"
"10.1007/s00066-017-1112-2","2017","0179-7158","398058200013"
"10.1007/s11263-015-0832-y","2016","0920-5691","369423000001"
"10.1007/s11263-016-0946-x","2017","0920-5691","405265900001"
"10.1007/s10526-016-9717-4","2016","1386-6141","379539000003"
"10.1007/s10584-016-1697-y","2016","0165-0009","380089400013"
"10.1007/s10584-016-1663-8","2016","0165-0009","378741900015"
"10.1007/s10584-016-1794-y","2017","0165-0009","396824300005"
"10.1007/s10584-017-1956-6","2017","0165-0009","401452700008"
"10.1007/s10584-017-1940-1","2017","0165-0009","400095700016"
"10.1007/s10704-016-0160-4","2016","0376-9429","388830500003"
"10.1007/s10704-016-0169-8","2016","0376-9429","388830500014"
