"doi","period","issn","ut"
"10.1007/s10514-015-9442-3","2016","0929-5593","368802400010"
"10.1007/s10817-016-9401-5","2017","0168-7433","409976900003"
"10.1007/s11103-016-0438-y","2016","0167-4412","379344600004"
"10.1007/s11103-016-0561-9","2017","0167-4412","394442000004"
"10.1007/s10985-016-9360-5","2017","1380-7870","403359100001"
"10.1007/s11098-015-0603-1","2016","0031-8116","379610800010"
"10.1007/s12369-016-0394-3","2017","1875-4791","400129800011"
"10.1007/s10836-016-5572-6","2016","0923-8174","373354600008"
"10.1007/s10663-017-9377-3","2017","0340-8744","406651500006"
"10.1007/s10851-016-0644-x","2016","0924-9907","382084600003"
"10.1007/s10851-016-0660-x","2016","0924-9907","382084600013"
"10.1007/s10851-016-0663-7","2016","0924-9907","381980200002"
"10.1007/s10851-017-0727-3","2017","0924-9907","399018900001"
"10.1007/s10851-016-0685-1","2017","0924-9907","395106400007"
"10.1007/s11044-016-9516-9","2017","1384-5640","390126700003"
"10.1007/s10973-015-5141-8","2016","1388-6150","371159900075"
"10.1007/s10973-016-5860-5","2017","1388-6150","396056500031"
"10.1007/s10973-016-6081-7","2017","1388-6150","394142200021"
"10.1007/s11192-015-1756-6","2016","0138-9130","368075800025"
"10.1007/s11192-016-2089-9","2016","0138-9130","386373000027"
"10.1007/s11192-016-1888-3","2016","0138-9130","376273700019"
"10.1007/s11192-017-2365-3","2017","0138-9130","401747900034"
"10.1007/s11192-017-2248-7","2017","0138-9130","398770700029"
"10.1007/s11192-017-2296-z","2017","0138-9130","399871500019"
"10.1007/s10548-016-0480-8","2016","0896-0267","377355700004"
"10.1007/s12253-015-0034-5","2016","1219-4956","377427500026"
"10.1007/s12253-015-9977-9","2016","1219-4956","366646400013"
"10.1007/s12253-016-0100-7","2017","1219-4956","392307600013"
"10.1007/s11258-016-0564-2","2016","1385-0237","376271900001"
"10.1007/s11258-016-0663-0","2016","1385-0237","387350600005"
"10.1007/s11023-015-9369-7","2016","0924-6495","373860100003"
"10.1007/s11023-016-9415-0","2017","0924-6495","397956800007"
"10.1007/s11139-015-9707-7","2016","1382-4090","379866300010"
"10.1007/s11139-015-9730-8","2016","1382-4090","388841900019"
"10.1007/s11207-016-0968-0","2016","0038-0938","385207200001"
"10.1007/s11144-016-1055-0","2016","1878-5190","388189000005"
"10.1007/s10689-015-9830-z","2016","1389-9600","367594700004"
"10.1007/s10533-017-0306-0","2017","0168-2563","396123500006"
"10.1007/s11081-015-9300-3","2016","1389-4420","378411000007"
"10.1007/s11081-016-9324-3","2016","1389-4420","387857500009"
"10.1007/s11165-016-9525-y","2017","0157-244X","400833600011"
"10.1007/s11165-016-9551-9","2017","0157-244X","408707400009"
"10.1007/s10654-016-0186-y","2016","0393-2990","392302800003"
"10.1007/s10840-016-0173-y","2016","1383-875X","388625300013"
"10.1007/s10933-017-9984-9","2017","0921-2728","410483900007"
"10.1007/s11032-016-0592-6","2016","1380-3743","391395700009"
"10.1007/s11270-017-3243-6","2017","0049-6979","394351400022"
"10.1007/s11270-017-3501-7","2017","0049-6979","410827400001"
"10.1007/s10732-014-9265-y","2016","1381-1231","380273700004"
"10.1007/s10732-017-9348-7","2017","1381-1231","409967800002"
"10.1007/s10846-015-0247-6","2016","0921-0296","368191300005"
"10.1007/s10846-017-0540-7","2017","0921-0296","409969300005"
"10.1007/s11191-017-9923-1","2017","0926-7220","418390100002"
"10.1007/s10620-016-4151-0","2016","0163-2116","379013300048"
"10.1007/s10951-016-0477-x","2017","1094-6136","398942600003"
"10.1007/s10741-017-9641-4","2017","1382-4147","412841100009"
"10.1007/s10670-015-9749-7","2016","0165-0106","380104600001"
"10.1007/s10933-017-9971-1","2017","0921-2728","404687500006"
"10.1007/s10530-015-1027-8","2016","1387-3547","370066200020"
"10.1007/s10530-016-1188-0","2016","1387-3547","382847100017"
"10.1007/s11205-015-1167-3","2016","0303-8300","387421700016"
"10.1007/s11205-015-0863-3","2016","0303-8300","368693600007"
"10.1007/s10450-016-9852-3","2017","0929-5607","397403000013"
"10.1007/s10450-016-9850-5","2017","0929-5607","397403000011"
"10.1007/s12671-016-0572-2","2016","1868-8527","388171800008"
"10.1007/s12671-016-0573-1","2016","1868-8527","388171800003"
"10.1007/s12671-017-0769-z","2017","1868-8527","415902600031"
"10.1007/s10677-016-9713-x","2016","1386-2820","387230900019"
"10.1007/s10677-016-9729-2","2017","1386-2820","397986300017"
"10.1007/s11145-016-9642-z","2016","0922-4777","382943200005"
"10.1007/s11239-017-1486-0","2017","0929-5305","395829100018"
"10.1007/s10705-016-9770-5","2016","1385-1314","374251500001"
"10.1007/s10847-017-0756-y","2017","1388-3127","414694500003"
"10.1007/s10696-015-9229-z","2016","1936-6582","380672700002"
"10.1007/s10696-017-9280-z","2017","1936-6582","415820100007"
"10.1007/s10543-015-0559-8","2016","0006-3835","374411400004"
"10.1007/s10543-015-0553-1","2016","0006-3835","374411400018"
"10.1007/s10543-015-0567-8","2016","0006-3835","376580200013"
"10.1007/s10543-015-0577-6","2016","0006-3835","376580200014"
"10.1007/s10723-016-9366-y","2016","1570-7873","376288400003"
"10.1007/s10902-016-9731-3","2017","1389-4978","396820000005"
"10.1007/s12224-017-9289-9","2017","1211-9520","410776600001"
"10.1007/s11051-016-3547-2","2016","1388-0764","382015400009"
"10.1007/s11051-016-3722-5","2017","1388-0764","412344600002"
"10.1007/s11051-016-3714-5","2017","1388-0764","412344600001"
"10.1007/s11051-017-3975-7","2017","1388-0764","410882700001"
"10.1007/s11051-017-3834-6","2017","1388-0764","400849400002"
"10.1007/s11001-015-9256-x","2016","0025-3235","377921100004"
"10.1007/s11001-017-9305-8","2017","0025-3235","409177700001"
"10.1007/s12649-016-9802-z","2017","1877-2641","411975600014"
"10.1007/s10682-016-9864-1","2017","0269-7653","397595600006"
"10.1007/s11009-014-9403-x","2016","1387-5841","371408300004"
"10.1007/s10950-016-9571-y","2016","1383-4649","378773800012"
"10.1007/s10790-017-9591-z","2017","0022-5363","408436000009"
"10.1007/s10544-017-0252-6","2017","1387-2176","419006700001"
"10.1007/s10554-016-0948-3","2016","1569-5794","386369700004"
"10.1007/s10485-016-9457-8","2016","0927-2852","383603000016"
"10.1007/s10485-017-9488-9","2017","0927-2852","414688200011"
"10.1007/s10796-016-9685-3","2016","1387-3326","386554200002"
"10.1007/s10796-016-9624-3","2016","1387-3326","389266900004"
"10.1007/s10796-016-9715-1","2017","1387-3326","410186100010"
"10.1007/s10719-017-9792-5","2017","0282-0080","409966300012"
"10.1007/s11241-016-9261-4","2017","0922-6443","394344400001"
"10.1007/s12079-015-0308-4","2016","1873-9601","377699100005"
"10.1007/s12079-016-0333-y","2016","1873-9601","393055800007"
"10.1007/s10494-016-9788-4","2017","1386-6184","396795600006"
"10.1007/s10494-016-9752-3","2017","1386-6184","394361100001"
"10.1007/s10494-017-9850-x","2017","1386-6184","416838200021"
"10.1007/s12024-017-9920-3","2017","1547-769X","415647300011"
"10.1007/s10499-016-0009-x","2017","0967-6120","394249000001"
"10.1007/s10649-015-9648-5","2016","0013-1954","365752900009"
"10.1007/s10649-016-9736-1","2017","0013-1954","399242500004"
"10.1007/s10616-017-0068-5","2017","0920-9069","398104900015"
"10.1007/s11214-016-0263-2","2017","0038-6308","404631800019"
"10.1007/s11214-017-0419-8","2017","0038-6308","414314200013"
"10.1007/s10886-016-0785-9","2016","0098-0331","390040400005"
"10.1007/s10886-017-0907-z","2017","0098-0331","418301200010"
"10.1007/s10886-016-0806-8","2017","0098-0331","395070200011"
"10.1007/s10886-017-0867-3","2017","0098-0331","412735600001"
"10.1007/s10886-017-0885-1","2017","0098-0331","412735600002"
"10.1007/s10971-016-4174-1","2016","0928-0707","387486400026"
"10.1007/s10971-016-4280-0","2017","0928-0707","398948200005"
"10.1007/s10712-016-9400-4","2017","0169-3298","395073900002"
"10.1007/s10838-016-9339-7","2017","0925-4560","397805900009"
"10.1007/s10838-016-9353-9","2017","0925-4560","403472000002"
"10.1007/s10838-017-9371-2","2017","0925-4560","414470500007"
"10.1007/s10457-016-0008-y","2017","0167-4366","407898300002"
"10.1007/s11071-016-3002-z","2016","0924-090X","386679400032"
"10.1007/s11071-017-3711-y","2017","0924-090X","413843600022"
"10.1007/s10531-016-1101-2","2016","0960-3115","374564100010"
"10.1007/s10531-015-1020-7","2016","0960-3115","386500700018"
"10.1007/s10531-016-1199-2","2016","0960-3115","387475900010"
"10.1007/s10531-016-1179-6","2016","0960-3115","382014400005"
"10.1007/s10531-017-1386-9","2017","0960-3115","412437200012"
"10.1007/s10531-017-1381-1","2017","0960-3115","412139000009"
"10.1007/s11269-016-1438-z","2016","0920-4741","393580100010"
"10.1007/s10722-015-0298-3","2016","0925-9864","380231600008"
"10.1007/s10722-015-0303-x","2016","0925-9864","380231600011"
"10.1007/s11123-016-0467-1","2016","0895-562X","371267100004"
"10.1007/s10811-016-0812-9","2016","0921-8971","383569600011"
"10.1007/s10811-015-0614-5","2016","0921-8971","372256900008"
"10.1007/s11245-015-9302-y","2017","0167-7411","397829800010"
"10.1007/s10784-015-9315-4","2017","1567-9764","396821600005"
"10.1007/s10784-017-9352-2","2017","1567-9764","413813200006"
"10.1007/s10458-016-9340-x","2017","1387-2532","399887700009"
"10.1007/s10994-015-5517-9","2016","0885-6125","371460000003"
"10.1007/s10994-017-5632-x","2017","0885-6125","409478700006"
"10.1007/s11077-015-9233-x","2016","0032-2687","387861100006"
"10.1007/s11077-016-9266-9","2017","0032-2687","394361500007"
"10.1007/s10750-016-2667-0","2016","0018-8158","374689000017"
"10.1007/s10750-015-2412-0","2016","0018-8158","366641200014"
"10.1007/s10750-016-2715-9","2016","0018-8158","376541800001"
"10.1007/s10750-017-3107-5","2017","0018-8158","401474400020"
"10.1007/s10750-016-2909-1","2017","0018-8158","388173000008"
"10.1007/s11104-016-2855-8","2016","0032-079X","381991600003"
"10.1007/s11104-015-2668-1","2016","0032-079X","368550700020"
"10.1007/s11104-016-2923-0","2016","0032-079X","386787000016"
"10.1007/s11104-016-3006-y","2016","0032-079X","386787000035"
"10.1007/s11104-017-3371-1","2017","0032-079X","415350500039"
"10.1007/s11104-017-3379-6","2017","0032-079X","411232600005"
"10.1007/s11186-016-9267-x","2016","0304-2421","374300100002"
"10.1007/s12031-017-0904-2","2017","0895-8696","401519700002"
"10.1007/s12031-017-0920-2","2017","0895-8696","402981900004"
"10.1007/s12035-015-9218-y","2016","0893-7648","377935400035"
"10.1007/s10797-015-9387-7","2016","0927-5940","382864500007"
"10.1007/s10797-016-9400-9","2016","0927-5940","387358500006"
"10.1007/s10797-016-9437-9","2017","0927-5940","411117900004"
"10.1007/s10797-017-9462-3","2017","0927-5940","406290900003"
"10.1007/s10455-016-9534-0","2017","0232-704X","399238500004"
"10.1007/s10455-017-9552-6","2017","0232-704X","408441300002"
"10.1007/s11096-016-0253-1","2016","2210-7703","374326900026"
"10.1007/s10858-017-0114-9","2017","0925-2738","403406900006"
"10.1007/s13277-015-4400-4","2016","1010-4283","376465800078"
"10.1007/s13277-015-4701-7","2016","1010-4283","376464700096"
"10.1007/s10874-016-9358-0","2017","0167-7764","401457600009"
"10.1007/s10592-016-0844-3","2016","1566-0621","382934400007"
"10.1007/s10980-015-0296-z","2016","0921-2973","372319400001"
"10.1007/s10980-017-0531-x","2017","0921-2973","414975000005"
"10.1617/s11527-015-0635-1","2016","1359-5997","376646900004"
"10.1617/s11527-016-0857-x","2016","1359-5997","380236800023"
"10.1617/s11527-015-0779-z","2016","1359-5997","379588700014"
"10.1007/s10470-016-0815-0","2016","0925-1030","387770900006"
"10.1007/s11136-015-1123-3","2016","0962-9343","376652200003"
"10.1007/s11005-016-0817-y","2016","0377-9017","374996500001"
"10.1007/s11005-016-0843-9","2016","0377-9017","378844700001"
"10.1007/s11005-016-0931-x","2017","0377-9017","394029600001"
"10.1007/s11005-017-0969-4","2017","0377-9017","408481800003"
"10.1007/s12010-016-2384-1","2017","0273-2289","403431400017"
"10.1007/s10557-016-6663-4","2016","0920-3206","378944600006"
"10.1007/s10827-015-0586-0","2016","0929-5313","371468900007"
"10.1007/s10827-016-0602-z","2016","0929-5313","379186900002"
"10.1007/s10888-016-9324-8","2016","1569-1721","375680300005"
"10.1007/s10888-016-9344-4","2017","1569-1721","406749700005"
"10.1007/s11120-017-0348-0","2017","0166-8595","405086400027"
"10.1007/s10569-017-9752-1","2017","0923-2958","402716900008"
"10.1007/s11135-015-0277-y","2016","0033-5177","385199300014"
"10.1007/s10479-015-2055-6","2017","0254-5330","403452200009"
"10.1007/s10668-016-9764-0","2017","1387-585X","401841100001"
"10.1007/s10683-015-9453-0","2016","1386-4157","382035300002"
"10.1007/s10683-015-9442-3","2016","1386-4157","376426300005"
"10.1007/s11127-016-0365-0","2016","0048-5829","386506800008"
"10.1007/s11127-017-0484-2","2017","0048-5829","414798900006"
"10.1007/s11406-017-9813-4","2017","0048-3893","422789700014"
"10.1007/s10529-017-2297-2","2017","0141-5492","398114000016"
"10.1007/s12026-015-8778-2","2016","0257-277X","375461800005"
"10.1007/s12026-016-8868-9","2016","0257-277X","389191800010"
"10.1007/s12028-015-0231-9","2016","1541-6933","380150700006"
"10.1007/s10800-015-0897-x","2016","0021-891X","368685600009"
"10.1007/s10800-016-0959-8","2016","0021-891X","375713800001"
"10.1007/s10623-015-0151-x","2016","0925-1022","368161300008"
"10.1007/s10623-015-0104-4","2016","0925-1022","378885600010"
"10.1007/s10596-017-9617-4","2017","1420-0597","401453500004"
"10.1007/s11007-015-9318-4","2016","1387-2842","386365700005"
"10.1007/s10967-015-4451-4","2016","0236-5731","374066900032"
"10.1007/s10967-017-5433-5","2017","0236-5731","412543600060"
"10.1007/s10856-015-5616-y","2016","0957-4530","367425700001"
"10.1007/s10856-017-5915-6","2017","0957-4530","403777800006"
"10.1007/s11257-017-9194-1","2017","0924-1868","414997500002"
"10.1007/s10545-016-9941-1","2016","0141-8955","381986400008"
"10.1007/s10545-017-0032-8","2017","0141-8955","399660000006"
"10.1007/s10659-016-9572-7","2016","0374-3535","383055800005"
"10.1007/s11067-017-9355-0","2017","1566-113X","412519600012"
"10.1007/s11067-017-9338-1","2017","1566-113X","405413700010"
"10.1007/s12028-016-0320-4","2017","1541-6933","392287900015"
"10.1007/s12028-016-0265-7","2017","1541-6933","392287900006"
"10.1007/s11002-017-9428-3","2017","0923-0645","416154700002"
"10.1007/s11019-016-9695-4","2016","1386-7423","382143600009"
"10.1007/s11019-017-9755-4","2017","1386-7423","408429000010"
"10.1007/s11219-016-9323-9","2017","0963-9314","406371300003"
"10.1007/s11154-016-9392-x","2016","1389-9155","390069000019"
"10.1007/s11569-017-0285-6","2017","1871-4757","399179600006"
"10.1007/s11248-016-9934-8","2016","0962-8819","376888200008"
"10.1007/s11248-016-9971-3","2016","0962-8819","393229300003"
"10.1007/s11248-016-9973-1","2016","0962-8819","393229300007"
"10.1007/s11250-017-1320-x","2017","0049-4747","406217300018"
"10.1007/s11084-015-9470-1","2016","0169-6149","385183300012"
"10.1007/s10664-017-9509-1","2017","1382-3256","402459200001"
"10.1007/s10664-016-9478-9","2017","1382-3256","406290500013"
"10.1007/s11228-016-0380-9","2017","1877-0533","401354700005"
"10.1007/s11229-015-0751-z","2016","0039-7857","369262700008"
"10.1007/s11229-015-0820-3","2016","0039-7857","376036300012"
"10.1007/s11229-015-0936-5","2016","0039-7857","387420000014"
"10.1007/s11229-015-0671-y","2016","0039-7857","374686700010"
"10.1007/s11229-015-0668-6","2016","0039-7857","374686700008"
"10.1007/s10546-015-0084-y","2016","0006-8314","367694700004"
"10.1007/s10546-016-0208-z","2017","0006-8314","394182000003"
"10.1007/s12053-017-9531-6","2017","1570-646X","418070900008"
"10.1007/s11079-016-9395-y","2016","0923-7992","380277300009"
"10.1007/s10651-015-0339-2","2016","1352-8505","375568700006"
"10.1007/s10707-016-0290-x","2017","1384-6175","403702500006"
"10.1007/s10707-016-0283-9","2017","1384-6175","403702500010"
"10.1007/s11252-016-0537-1","2016","1083-8155","382670600013"
"10.1007/s11252-016-0611-8","2017","1083-8155","399011500022"
"10.1007/s11252-017-0677-y","2017","1083-8155","417619400008"
"10.1007/s10551-015-2814-y","2017","0167-4544","408372900006"
"10.1007/s10680-015-9363-z","2016","0168-6577","376592100005"
"10.1007/s10468-017-9676-1","2017","1386-923X","412121200003"
"10.1007/s10468-017-9683-2","2017","1386-923X","412121200008"
"10.1007/s10468-016-9645-0","2017","1386-923X","399881400005"
"10.1007/s11049-015-9313-9","2016","0167-806X","374268800008"
"10.1007/s11482-016-9458-7","2017","1871-2584","395153200009"
"10.1007/s11146-015-9539-7","2016","0895-5638","374404900003"
"10.1007/s10726-017-9531-0","2017","0926-2644","410181900007"
"10.1007/s10585-016-9797-7","2016","0262-0898","380089500002"
"10.1007/s10585-016-9808-8","2016","0262-0898","384567600003"
"10.1007/s11117-015-0381-1","2016","1385-1292","382151500011"
"10.1007/s10658-016-1004-9","2016","0929-1873","382862800018"
"10.1007/s10658-016-0885-y","2016","0929-1873","379860300021"
"10.1007/s10440-017-0103-8","2017","0167-8019","409295200004"
"10.1007/s11185-016-9168-7","2016","0304-3487","386350300003"
"10.1007/s10518-017-0167-x","2017","1570-761X","412659800002"
"10.1007/s11010-016-2782-2","2016","0300-8177","383665000004"
"10.1007/s10661-016-5363-7","2016","0167-6369","376684900052"
"10.1007/s10661-016-5547-1","2016","0167-6369","384330800022"
"10.1007/s00705-017-3452-8","2017","0304-8608","412948400006"
"10.1007/s00705-017-3432-z","2017","0304-8608","408059500019"
"10.1007/s00726-016-2272-6","2016","0939-4451","386691700004"
"10.1007/s00726-016-2192-5","2017","0939-4451","395866200014"
"10.1007/s00726-017-2465-7","2017","0939-4451","416031700012"
